Name,Price,Warranty,Status,CPU,RAM,Ổ cứng,Card VGA,Mux Switch,Màn hình,Webcam,Cổng kết nối,Trọng lượng,Pin,Hệ điều hành,Camera,MUX Swìtch,Kết nối,Cổng,Cổng Kết Nối,Cổng kết nôi,MUX Switch,Cổng giao tiếp,Mux switch,Cổng kết Nối,VGA,GPU,Mux,Kết Nối,MUXSwìtch,MUX,Mux swtich,áŧ cáŧĐng,Cáŧng Kášŋt Náŧi,Tráŧng lÆ°áŧĢng,Háŧ Äiáŧu hành,·ªî c·ª©ng,C·ªïng k·∫øt n·ªëi,Tr·ªçng l∆∞·ª£ng,H·ªá ƒëi·ªÅu hành,Cáŧng kášŋt náŧi,Ổ Cứng,Max-Q,MUXSwitch,,Đi Kèm
Lenovo Legion Y9000P 2024,17.990.000đ,12,Còn hàng,"14th Generation Intel® Core i9-14900HX, 24C / 32T, P-core up to 5.8GHz, E-core up to 4.1GHz, 36MB Cache",16GB DDR5 5600MHz,1TB M.2 PCIe NVMe SSD,NVIDIA GeForce RTX 4060 8GB GDDR6 (140W),,"16"" WQXGA (2560×1600) IPS 500nits Anti-glare, 100% sRGB, 240Hz, DisplayHDR™ 400, Dolby® Vision™, G-SYNC®, Low Blue Light",720P,"3x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On)1x USB-C® 3.2 Gen 2 (support data transfer and DisplayPort™ 1.4)1x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 140W and DisplayPort™ 1.4)1x HDMI®, up to 8K/60Hz1x Ethernet (RJ-45)1x Headphone / microphone combo jack (3.5mm)1x Power connector",2.53 kg,80 Whr,Windows bản quyền,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion Y9000P 2024,17.990.000đ,12,Còn hàng,"14th Generation Intel® Core i9-14900HX, 24C / 32T, P-core up to 5.8GHz, E-core up to 4.1GHz, 36MB Cache",16GB DDR5 5600MHz,1TB M.2 PCIe NVMe SSD,NVIDIA GeForce RTX 4060 8GB GDDR6 (140W),,"16"" WQXGA (2560×1600) IPS 500nits Anti-glare, 100% sRGB, 240Hz, DisplayHDR™ 400, Dolby® Vision™, G-SYNC®, Low Blue Light",720P,"3x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On)1x USB-C® 3.2 Gen 2 (support data transfer and DisplayPort™ 1.4)1x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 140W and DisplayPort™ 1.4)1x HDMI®, up to 8K/60Hz1x Ethernet (RJ-45)1x Headphone / microphone combo jack (3.5mm)1x Power connector",2.53 kg,80 Whr,Windows bản quyền,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asus Zenbook 14 OLED Q425MA 2024,17.990.000đ,12,Còn hàng,"Intel® Core™ Ultra 7 Processor 155H 1.4 GHz (24MB Cache, up to 4.8 GHz, 16 cores, 22 Threads); Intel® AI Boost NPU",16GB LPDDR5X 7467MHz,1TB M.2 PCIe Gen 4 NVMe SSD,Intel® Arc™ Graphics,,"14.0-inch, FHD (1920 x 1200) OLED 16:10 aspect ratio, 0.2ms response time, 60Hz refresh rate, 500nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, 1.07 billion colors, Glossy display, 70% less harmful blue light, SGS Eye Care Display, Touch screen,",,,1.28 kg,"75WHrs, 2S2P, 4-cell Li-ion",Windows 11 bản quyền,FHD camera with IR function to support Windows HelloWith privacy shutter,,,,1x USB 3.2 Gen 1 Type-A2x Thunderbolt™ 4 supports display / power delivery1x HDMI 2.1 TMDS1x 3.5mm Combo Audio Jack,,,,,,,,,,,,,,,,,,,,,,,,,,
Asus Zenbook 14 OLED Q425MA 2024,17.990.000đ,12,Còn hàng,"Intel® Core™ Ultra 7 Processor 155H 1.4 GHz (24MB Cache, up to 4.8 GHz, 16 cores, 22 Threads); Intel® AI Boost NPU",16GB LPDDR5X 7467MHz,1TB M.2 PCIe Gen 4 NVMe SSD,Intel® Arc™ Graphics,,"14.0-inch, FHD (1920 x 1200) OLED 16:10 aspect ratio, 0.2ms response time, 60Hz refresh rate, 500nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, 1.07 billion colors, Glossy display, 70% less harmful blue light, SGS Eye Care Display, Touch screen,",,,1.28 kg,"75WHrs, 2S2P, 4-cell Li-ion",Windows 11 bản quyền,FHD camera with IR function to support Windows HelloWith privacy shutter,,,,1x USB 3.2 Gen 1 Type-A2x Thunderbolt™ 4 supports display / power delivery1x HDMI 2.1 TMDS1x 3.5mm Combo Audio Jack,,,,,,,,,,,,,,,,,,,,,,,,,,
Asus Zenbook 14 OLED Q415MA 2024,17.990.000đ,12,Còn hàng,"Intel® Core™ Ultra 5 Processor 125H 1.2 GHz (18MB Cache, up to 4.5 GHz, 14 cores, 18 Threads); Intel® AI Boost NPU",8GB LPDDR5 7467MHz on board,512GB M.2 NVMe™ PCIe® 4.0 SSD,Intel® Graphics,,"14.0-inch, FHD (1920 x 1200) OLED 16:10 aspect ratio, 0.2ms response time, 60Hz refresh rate, 500nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, 1.07 billion colors, Glossy display, 70% less harmful blue light, SGS Eye Care Display, Touch screen,",,,1.28 kg,"75WHrs, 2S2P, 4-cell Li-ion",Windows 11 bản quyền,FHD camera with IR function to support Windows HelloWith privacy shutter,,,,1x USB 3.2 Gen 1 Type-A2x Thunderbolt™ 4 supports display / power delivery1x HDMI 2.1 TMDS1x 3.5mm Combo Audio Jack,,,,,,,,,,,,,,,,,,,,,,,,,,
Asus Zenbook 14 OLED Q415MA 2024,17.990.000đ,12,Còn hàng,"Intel® Core™ Ultra 5 Processor 125H 1.2 GHz (18MB Cache, up to 4.5 GHz, 14 cores, 18 Threads); Intel® AI Boost NPU",8GB LPDDR5 7467MHz on board,512GB M.2 NVMe™ PCIe® 4.0 SSD,Intel® Graphics,,"14.0-inch, FHD (1920 x 1200) OLED 16:10 aspect ratio, 0.2ms response time, 60Hz refresh rate, 500nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, 1.07 billion colors, Glossy display, 70% less harmful blue light, SGS Eye Care Display, Touch screen,",,,1.28 kg,"75WHrs, 2S2P, 4-cell Li-ion",Windows 11 bản quyền,FHD camera with IR function to support Windows HelloWith privacy shutter,,,,1x USB 3.2 Gen 1 Type-A2x Thunderbolt™ 4 supports display / power delivery1x HDMI 2.1 TMDS1x 3.5mm Combo Audio Jack,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion Y7000P 2024,17.990.000đ,12,Còn hàng,"14th Generation Intel® Core i7-14700HX, 20C (8P + 8E) / 28T, P-core up to 5.5GHz, E-core up to 3.9GHz, 33MB Cache",16 GB DDR5,1TB PCIe NVMe M.2 SSD Gen 4,NVIDIA Geforce RTX 4070 8GB GDDR6,,"16"" WQXGA (2560x1600) IPS, non-touch, 16:10, 350nits, 165Hz, 100% sRGB, Dolby Vision, AMD FreeSync Premium, NVidia G-Sync, DC dimmer",HD Webcam,1x E-camera shutter1x SD card2x USB-A 3.2 Gen 21x RJ45 (mạng LAN)1x HDMI 2.11x power input2x USB-C 3.2 gen 2 USB-C,2.3 kg,"4cell, 80whr, Super Rapid Charge",Windows bản quyền,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion Y7000P 2024,17.990.000đ,12,Còn hàng,"14th Generation Intel® Core i7-14700HX, 20C (8P + 8E) / 28T, P-core up to 5.5GHz, E-core up to 3.9GHz, 33MB Cache",16 GB DDR5,1TB PCIe NVMe M.2 SSD Gen 4,NVIDIA Geforce RTX 4070 8GB GDDR6,,"16"" WQXGA (2560x1600) IPS, non-touch, 16:10, 350nits, 165Hz, 100% sRGB, Dolby Vision, AMD FreeSync Premium, NVidia G-Sync, DC dimmer",HD Webcam,1x E-camera shutter1x SD card2x USB-A 3.2 Gen 21x RJ45 (mạng LAN)1x HDMI 2.11x power input2x USB-C 3.2 gen 2 USB-C,2.3 kg,"4cell, 80whr, Super Rapid Charge",Windows bản quyền,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Inspiron 16 5630,17.990.000đ,12,Còn hàng,"Intel core i5-1340P (12 cores, 16 Threads, up to 4.6GHz, 12MB cache)",16GB LPDDR5 4800MHz,SSD 512GB M.2 PCIe NVMe,Intel Iris Xe Graphics,,16'' FHD+ (1920 x 1200; 16:10) Anti-Glare Non-Touch 250nits WVA Display with ComfortView Support,HD camera,2x USB 3.2 Gen 1 Type A1x USB Type-C Thunderbolt 4.0 port with DisplayPort and Power Delivery1x HDMI 1.4 port1x  SD-card slot1x Jack tai nghe 3.5mm1x Power-adapter port 4.5 mm x 2.9 mm DC-in,1.85 kg,"4-Cell, 54Wh",Window 11 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Inspiron 16 5630,17.990.000đ,12,Còn hàng,"Intel core i5-1340P (12 cores, 16 Threads, up to 4.6GHz, 12MB cache)",16GB LPDDR5 4800MHz,SSD 512GB M.2 PCIe NVMe,Intel Iris Xe Graphics,,16'' FHD+ (1920 x 1200; 16:10) Anti-Glare Non-Touch 250nits WVA Display with ComfortView Support,HD camera,2x USB 3.2 Gen 1 Type A1x USB Type-C Thunderbolt 4.0 port with DisplayPort and Power Delivery1x HDMI 1.4 port1x  SD-card slot1x Jack tai nghe 3.5mm1x Power-adapter port 4.5 mm x 2.9 mm DC-in,1.85 kg,"4-Cell, 54Wh",Window 11 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Gaming HP Victus 15-fb2063dx,17.990.000đ,12,Còn hàng,"Ryzen™ 5-7535HS (6 Cores/ 12 Threads, 19MB Cache, Turbo boost up to 4.55GHz)",8GB DDR5 4800Mhz,512GB M.2 2280 PCIe NVMe SSD,AMD Radeon RX 6550M 4G,Đang cập nhật...,"15.6-inch, FHD (1920 x 1080), 144 Hz, 9 ms response time, IPS",720p,2x USB Type A1x USB Type C1x HDMI 2.11x Jack 3.5mm1x RJ451x SD card1x AC Smart pin,~2.29 kg,4 Cells 52Wh,Windows 11 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Gaming HP Victus 15-fb2063dx,17.990.000đ,12,Còn hàng,"Ryzen™ 5-7535HS (6 Cores/ 12 Threads, 19MB Cache, Turbo boost up to 4.55GHz)",8GB DDR5 4800Mhz,512GB M.2 2280 PCIe NVMe SSD,AMD Radeon RX 6550M 4G,Đang cập nhật...,"15.6-inch, FHD (1920 x 1080), 144 Hz, 9 ms response time, IPS",720p,2x USB Type A1x USB Type C1x HDMI 2.11x Jack 3.5mm1x RJ451x SD card1x AC Smart pin,~2.29 kg,4 Cells 52Wh,Windows 11 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Envy x360 2-in-1 14-es1013dx 2024,17.990.000đ,12,Còn hàng,"Intel Core 5 120U (10 cores/ 12 threads, up to 5.4 GHz, 12MB Cache)",16GB DDR4 3200MHz,512GB M.2 PCIe NVMe SSD,Iris Xe Graphics,,"14-inch FHD (1920 x 1080) Touch-Screen, IPS, edge-to-edge glass, micro-edge",,1x USB 3.2 Type-C2x USB 3.0 Type-A1x HDMI 2.11x Jack 3.5mm1x SD Card1x AC smart pin,1.52kg,"3 Cells, 43Wh",Windows 11 bản quyền,HD Camera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Envy x360 2-in-1 14-es1013dx 2024,17.990.000đ,12,Còn hàng,"Intel Core 5 120U (10 cores/ 12 threads, up to 5.4 GHz, 12MB Cache)",16GB DDR4 3200MHz,512GB M.2 PCIe NVMe SSD,Iris Xe Graphics,,"14-inch FHD (1920 x 1080) Touch-Screen, IPS, edge-to-edge glass, micro-edge",,1x USB 3.2 Type-C2x USB 3.0 Type-A1x HDMI 2.11x Jack 3.5mm1x SD Card1x AC smart pin,1.52kg,"3 Cells, 43Wh",Windows 11 bản quyền,HD Camera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Nitro 5 AN515-58-56CH,17.990.000đ,12,Còn hàng,"Core i5 - 12500H 12 nhân/ 16 luồng ( 3,3 Ghz-4,5 Ghz)",16GB DDR5,"SSD 512GB NVMe+ 1 Khe SSD M2 Nvme+ 1 Khe 2,5 inchs Sata",NVIDIA® GeForce® RTX 4050 6GB GDDR6,Không,15.6 inch FHD (1920 x 1080) IPS 144Hz slim bezel LCD,,,~2.4 kg,4 Cell 57Wh,Windows 11,,,,,,1 x USB 3.2 Gen 2 port featuring power-off USB charging2 x USB 3.2 Gen 1 ports1 x USB Type-C port: USB 3.2 Gen 2 (up to 10 Gbps)1 x HDMI® port with HDCP suppor,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Nitro 5 AN515-58-56CH,17.990.000đ,12,Còn hàng,"Core i5 - 12500H 12 nhân/ 16 luồng ( 3,3 Ghz-4,5 Ghz)",16GB DDR5,"SSD 512GB NVMe+ 1 Khe SSD M2 Nvme+ 1 Khe 2,5 inchs Sata",NVIDIA® GeForce® RTX 4050 6GB GDDR6,Không,15.6 inch FHD (1920 x 1080) IPS 144Hz slim bezel LCD,,,~2.4 kg,4 Cell 57Wh,Windows 11,,,,,,1 x USB 3.2 Gen 2 port featuring power-off USB charging2 x USB 3.2 Gen 1 ports1 x USB Type-C port: USB 3.2 Gen 2 (up to 10 Gbps)1 x HDMI® port with HDCP suppor,,,,,,,,,,,,,,,,,,,,,,,,,
HP Envy x360 2in1 16-ac0013dx 2024,17.990.000đ,12,Còn hàng,"Intel® Core™ Ultra 7 155U Up to 4.8GHz with Intel® Turbo Boost, 12 MB L3 cache",16GB LPDDR5-6400MHz (onboard),512GB M.2 PCIe NVMe SSD,Intel Iris Xe Graphics,,"16inch WUXGA (1920 x 1200) IPS, Touch-Screen, multitouch-enabled",,"1 x Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1, HP Sleep and Charge)1 x USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge)1 x USB Type-A 10Gbps signaling rate (HP Sleep and Charge)1 x USB Type-A 10Gbps signaling rate1 x Headphone/microphone combo1 x HDMI 2.1",1.87kg,4Cell 68Wh,Windows 11 bản quyền,HD Camera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Envy x360 2in1 16-ac0013dx 2024,17.990.000đ,12,Còn hàng,"Intel® Core™ Ultra 7 155U Up to 4.8GHz with Intel® Turbo Boost, 12 MB L3 cache",16GB LPDDR5-6400MHz (onboard),512GB M.2 PCIe NVMe SSD,Intel Iris Xe Graphics,,"16inch WUXGA (1920 x 1200) IPS, Touch-Screen, multitouch-enabled",,"1 x Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1, HP Sleep and Charge)1 x USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge)1 x USB Type-A 10Gbps signaling rate (HP Sleep and Charge)1 x USB Type-A 10Gbps signaling rate1 x Headphone/microphone combo1 x HDMI 2.1",1.87kg,4Cell 68Wh,Windows 11 bản quyền,HD Camera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Envy x360 2in1 16-ac0013dx 2024,17.990.000đ,12,Còn hàng,"Intel® Core™ Ultra 5 125U 12-Core Up to 4.3 GHz with Intel® Turbo Boost, 12 MB L3 cache",16GB LPDDR5-6400MHz (onboard),512GB M.2 PCIe NVMe SSD,Intel Iris Xe Graphics,,"16inch WUXGA (1920 x 1200) IPS, Touch-Screen, multitouch-enabled",,"1 x Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1, HP Sleep and Charge)1 x USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge)1 x USB Type-A 10Gbps signaling rate (HP Sleep and Charge)1 x USB Type-A 10Gbps signaling rate1 x Headphone/microphone combo1 x HDMI 2.1",1.87kg,4Cell 68Wh,Windows 11 bản quyền,HD Camera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Envy x360 2in1 16-ac0013dx 2024,17.990.000đ,12,Còn hàng,"Intel® Core™ Ultra 5 125U 12-Core Up to 4.3 GHz with Intel® Turbo Boost, 12 MB L3 cache",16GB LPDDR5-6400MHz (onboard),512GB M.2 PCIe NVMe SSD,Intel Iris Xe Graphics,,"16inch WUXGA (1920 x 1200) IPS, Touch-Screen, multitouch-enabled",,"1 x Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1, HP Sleep and Charge)1 x USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge)1 x USB Type-A 10Gbps signaling rate (HP Sleep and Charge)1 x USB Type-A 10Gbps signaling rate1 x Headphone/microphone combo1 x HDMI 2.1",1.87kg,4Cell 68Wh,Windows 11 bản quyền,HD Camera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion Y7000P 2024,17.990.000đ,12,Còn hàng,"14th Generation Intel® Core™ i7-14650HX, 16C (8P + 8E) / 24T, P-core up to 5.2GHz, E-core up to 3.7GHz, 30MB Cache",16 GB DDR5,1TB PCIe NVMe M.2 SSD Gen 4,NVIDIA Geforce RTX 4050 6GB GDDR6,,"16"" WQXGA (2560x1600) IPS, non-touch, 16:10, 350nits, 165Hz, 100% sRGB, Dolby Vision, AMD FreeSync Premium, NVidia G-Sync, DC dimmer",HD Webcam,"3x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On)1x USB-C® 3.2 Gen 2 (support data transfer and DisplayPort™ 1.4)1x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 140W and DisplayPort™ 1.4)1x HDMI®, up to 8K/60Hz1x Ethernet (RJ-45)1x Headphone / microphone combo jack (3.5mm)1x Power connector",2.3 kg,"80whr, Super Rapid Charge",Windows bản quyền,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion Y7000P 2024,17.990.000đ,12,Còn hàng,"14th Generation Intel® Core™ i7-14650HX, 16C (8P + 8E) / 24T, P-core up to 5.2GHz, E-core up to 3.7GHz, 30MB Cache",16 GB DDR5,1TB PCIe NVMe M.2 SSD Gen 4,NVIDIA Geforce RTX 4050 6GB GDDR6,,"16"" WQXGA (2560x1600) IPS, non-touch, 16:10, 350nits, 165Hz, 100% sRGB, Dolby Vision, AMD FreeSync Premium, NVidia G-Sync, DC dimmer",HD Webcam,"3x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On)1x USB-C® 3.2 Gen 2 (support data transfer and DisplayPort™ 1.4)1x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 140W and DisplayPort™ 1.4)1x HDMI®, up to 8K/60Hz1x Ethernet (RJ-45)1x Headphone / microphone combo jack (3.5mm)1x Power connector",2.3 kg,"80whr, Super Rapid Charge",Windows bản quyền,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion Y7000P 2024,17.990.000đ,12,Còn hàng,"14th Generation Intel® Core™ i7-14650HX, 16C (8P + 8E) / 24T, P-core up to 5.2GHz, E-core up to 3.7GHz, 30MB Cache",16 GB DDR5,1TB PCIe NVMe M.2 SSD Gen 4,NVIDIA Geforce RTX 4060 8GB GDDR6,,"16"" WQXGA (2560×1600) IPS 500nits Anti-glare, 100% sRGB, 165Hz, DisplayHDR™ 400, Dolby® Vision™, G-SYNC®, Low Blue Light",HD Webcam,"3x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On)1x USB-C® 3.2 Gen 2 (support data transfer and DisplayPort™ 1.4)1x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 140W and DisplayPort™ 1.4)1x HDMI®, up to 8K/60Hz1x Ethernet (RJ-45)1x Headphone / microphone combo jack (3.5mm)1x Power connector",2.3 kg,"80whr, Super Rapid Charge",Windows bản quyền,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion Y7000P 2024,17.990.000đ,12,Còn hàng,"14th Generation Intel® Core™ i7-14650HX, 16C (8P + 8E) / 24T, P-core up to 5.2GHz, E-core up to 3.7GHz, 30MB Cache",16 GB DDR5,1TB PCIe NVMe M.2 SSD Gen 4,NVIDIA Geforce RTX 4060 8GB GDDR6,,"16"" WQXGA (2560×1600) IPS 500nits Anti-glare, 100% sRGB, 165Hz, DisplayHDR™ 400, Dolby® Vision™, G-SYNC®, Low Blue Light",HD Webcam,"3x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On)1x USB-C® 3.2 Gen 2 (support data transfer and DisplayPort™ 1.4)1x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 140W and DisplayPort™ 1.4)1x HDMI®, up to 8K/60Hz1x Ethernet (RJ-45)1x Headphone / microphone combo jack (3.5mm)1x Power connector",2.3 kg,"80whr, Super Rapid Charge",Windows bản quyền,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Predator Helios Neo 2024 PHN16-72-91RF,17.990.000đ,12,Còn hàng,"Intel Core i9-14900HX (24 Cores/ 32 Threads, up to 5.80 GHz, 36MB",16 GB DDR5 5600MHz,1TB PCIe NVMe SSD,NVIDIA GeForce RTX 4060 8GB 140W,Có,"16"" 2K (2560 x 1600), IPS 180Hz, sRGB 100%, 500 nits",HD Webcam,2 x USB 3.2 Gen21 x USB 3.2 Gen11 x HDMI 2.11x RJ451x Jack 3.5mm1x Cổng nguồn.,2.6 kg,"4-cell, 90 Wh",Windows 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Predator Helios Neo 2024 PHN16-72-91RF,17.990.000đ,12,Còn hàng,"Intel Core i9-14900HX (24 Cores/ 32 Threads, up to 5.80 GHz, 36MB",16 GB DDR5 5600MHz,1TB PCIe NVMe SSD,NVIDIA GeForce RTX 4060 8GB 140W,Có,"16"" 2K (2560 x 1600), IPS 180Hz, sRGB 100%, 500 nits",HD Webcam,2 x USB 3.2 Gen21 x USB 3.2 Gen11 x HDMI 2.11x RJ451x Jack 3.5mm1x Cổng nguồn.,2.6 kg,"4-cell, 90 Wh",Windows 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Predator Helios Neo 2024 HN16-72-7148,17.990.000đ,12,Còn hàng,"14th Generation Intel® Core™ i7-14650HX, 16C (8P + 8E) / 24T, P-core up to 5.2GHz, E-core up to 3.7GHz, 30MB Cache",16 GB DDR5 5600MHz,1TB PCIe NVMe SSD,NVIDIA GeForce RTX 4060 8GB 140W,Có,"16″ 2K+ (2560×1600) IPS 165Hz, sRGB 100%, 500 nits",HD Webcam,2 x USB 3.2 Gen21 x USB 3.2 Gen12 x Thunderbolt™ 41 x HDMI 2.11x RJ451x Jack 3.5mm1x Cổng nguồn.,2.6 kg,"4-cell, 90 Wh",Windows 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Predator Helios Neo 2024 HN16-72-7148,17.990.000đ,12,Còn hàng,"14th Generation Intel® Core™ i7-14650HX, 16C (8P + 8E) / 24T, P-core up to 5.2GHz, E-core up to 3.7GHz, 30MB Cache",16 GB DDR5 5600MHz,1TB PCIe NVMe SSD,NVIDIA GeForce RTX 4060 8GB 140W,Có,"16″ 2K+ (2560×1600) IPS 165Hz, sRGB 100%, 500 nits",HD Webcam,2 x USB 3.2 Gen21 x USB 3.2 Gen12 x Thunderbolt™ 41 x HDMI 2.11x RJ451x Jack 3.5mm1x Cổng nguồn.,2.6 kg,"4-cell, 90 Wh",Windows 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion 5 R7000 2024 15AHP9,17.990.000đ,12,Còn hàng,"Ryzen 7-8745H (8 nhân 16 luồng, tần số cơ bản 3.8GHz, có thể đạt tới 4.9GHz với turbo boost, bộ nhớ đệm 8MB L2 / 16MB L3, 4nm, TDP 35-54W)",16 GB DDR5 5600MHz,512GB PCIe NVMe M.2 SSD Gen 4,NVIDIA Geforce RTX 4050 6GB GDDR6,,"15.6"" (1920x1080) IPS, 300nits, 100% sRGB, 144Hz",HD Webcam,1x E-camera shutter1x SD card2x USB-A 3.2 Gen 21x RJ45 (mạng LAN)1x HDMI 2.11x power input2x USB-C 3.2 gen 2,2.4 kg,"4cell, 80whr, Super Rapid Charge",Windows bản quyền,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion 5 R7000 2024 15AHP9,17.990.000đ,12,Còn hàng,"Ryzen 7-8745H (8 nhân 16 luồng, tần số cơ bản 3.8GHz, có thể đạt tới 4.9GHz với turbo boost, bộ nhớ đệm 8MB L2 / 16MB L3, 4nm, TDP 35-54W)",16 GB DDR5 5600MHz,512GB PCIe NVMe M.2 SSD Gen 4,NVIDIA Geforce RTX 4050 6GB GDDR6,,"15.6"" (1920x1080) IPS, 300nits, 100% sRGB, 144Hz",HD Webcam,1x E-camera shutter1x SD card2x USB-A 3.2 Gen 21x RJ45 (mạng LAN)1x HDMI 2.11x power input2x USB-C 3.2 gen 2,2.4 kg,"4cell, 80whr, Super Rapid Charge",Windows bản quyền,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion 5 R7000 2024 15AHP9,17.990.000đ,12,Còn hàng,"Ryzen 7-8745H (8 nhân 16 luồng, tần số cơ bản 3.8GHz, có thể đạt tới 4.9GHz với turbo boost, bộ nhớ đệm 8MB L2 / 16MB L3, 4nm, TDP 35-54W)",16 GB DDR5 5600MHz,512GB PCIe NVMe M.2 SSD Gen 4,NVIDIA Geforce RTX 4060 8GB GDDR6 (125W),,"15.6"" (1920x1080) IPS, 300nits, 100% sRGB, 144Hz",HD Webcam,1x E-camera shutter1x SD card2x USB-A 3.2 Gen 21x RJ45 (mạng LAN)1x HDMI 2.11x power input2x USB-C 3.2 gen 2,2.4 kg,"4cell, 80whr, Super Rapid Charge",Windows bản quyền,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion 5 R7000 2024 15AHP9,17.990.000đ,12,Còn hàng,"Ryzen 7-8745H (8 nhân 16 luồng, tần số cơ bản 3.8GHz, có thể đạt tới 4.9GHz với turbo boost, bộ nhớ đệm 8MB L2 / 16MB L3, 4nm, TDP 35-54W)",16 GB DDR5 5600MHz,512GB PCIe NVMe M.2 SSD Gen 4,NVIDIA Geforce RTX 4060 8GB GDDR6 (125W),,"15.6"" (1920x1080) IPS, 300nits, 100% sRGB, 144Hz",HD Webcam,1x E-camera shutter1x SD card2x USB-A 3.2 Gen 21x RJ45 (mạng LAN)1x HDMI 2.11x power input2x USB-C 3.2 gen 2,2.4 kg,"4cell, 80whr, Super Rapid Charge",Windows bản quyền,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo LOQ 2024 15ARP9,17.990.000đ,12,Còn hàng,"AMD Ryzen™ 7 7435HS (3.10GHz up to 4.50GHz, 4MB L2 / 16MB L3 Cache)",16GB DDR5 4800 SODIMM,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"NVIDIA® GeForce RTX™ 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 105W",Có,"15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",HD 720p with E-shutter,"3x USB-A (USB 5Gbps/USB 3.2 Gen 1)1x USB-C® (USB 10Gbps/USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.41x HDMI® 2.1, up to 8K/60Hz1x Headphone/microphone combo jack (3.5mm)1x Ethernet (RJ-45)1x Power connector",~2.4 kg,"4-Cell, 60Wh",Windows 11 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
