Name,Price,Warranty,Status,CPU,RAM,Ổ cứng,Card VGA,Mux Switch,Màn hình,Webcam,Cổng kết nối,Trọng lượng,Pin,Hệ điều hành,Camera,MUX Swìtch,Kết nối,Cổng,Cổng Kết Nối,Cổng kết nôi,MUX Switch,Cổng giao tiếp,Mux switch,Cổng kết Nối,VGA,GPU,Mux,Kết Nối,MUXSwìtch,MUX,Mux swtich,áŧ cáŧĐng,Cáŧng Kášŋt Náŧi,Tráŧng lÆ°áŧĢng,Háŧ Äiáŧu hành,·ªî c·ª©ng,C·ªïng k·∫øt n·ªëi,Tr·ªçng l∆∞·ª£ng,H·ªá ƒëi·ªÅu hành,Cáŧng kášŋt náŧi,Ổ Cứng,Max-Q,MUXSwitch,,Đi Kèm
Acer Nitro 5 AN517-55-5354,17.990.000đ,12,Liên hệ,"Core i5 - 12500H 12 nhân/ 16 luồng ( 3,3 Ghz-4,5 Ghz)",16GB DDR4 SDRAM,SSD 512GB NVMe,NVIDIA® GeForce® RTX 3050 4GB GDDR6,Không,17.3 inch FHD IPS 144Hz slim bezel LCD,,,~2.8 kg,4 Cell,Windows 11 Home bản quyền,,,,,,1 x USB 3.2 Gen 2 port featuring power-off USB charging2 x USB 3.2 Gen 1 ports1 x USB Type-C port: USB 3.2 Gen 2 (up to 10 Gbps)1 x HDMI® 2.0 port with HDCP suppor,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Gaming G15 5530 2023,17.990.000đ,12,Liên hệ,"13th Gen Intel® Core™ i7-13650HX (24 MB cache, 14 cores, 20 threads, up to 4.90 GHz Turbo)",8GB DDR5 4800Mhz,SSD M.2 NMVe 1TB,NVIDIA GeForce RTX 4050 6GB GDDR6,,"15"" FHD (16:9), 120Hz, 250 nits, 65% sRGB",HD Webcam,3x SuperSpeed USB 3.2 Gen 1 Type-A1x USB-C 3.2 Gen 2 with Display Port Alt-Mode1x HDMI 2.11x Headphone/Mic1x RJ45,2.65 kg,"3 Cells, 86Wh",Windows 11,,,,,,,Có,,,,,,,,,,,,,,,,,,,,,,,,
Dell Gaming G15 5530 2023,17.990.000đ,12,Liên hệ,"13th Gen Intel® Core™ i7-13650HX (24 MB cache, 14 cores, 20 threads, up to 4.90 GHz Turbo)",8GB DDR5 4800Mhz,SSD M.2 NMVe 1TB,NVIDIA GeForce RTX 4050 6GB GDDR6,,"15"" FHD (16:9), 120Hz, 250 nits, 65% sRGB",HD Webcam,3x SuperSpeed USB 3.2 Gen 1 Type-A1x USB-C 3.2 Gen 2 with Display Port Alt-Mode1x HDMI 2.11x Headphone/Mic1x RJ45,2.65 kg,"3 Cells, 86Wh",Windows 11,,,,,,,Có,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion 5 R7000 ARP8,17.990.000đ,12,Liên hệ,"Ryzen 7 7735H (3.2 GHz up to 4.8 GHz, 8 Cores, 16 Threads, 16 MB Cache)",16 GB DDR5 4800MHz,512GB PCIe NVMe M.2 SSD Gen 4,NVIDIA Geforce RTX 4060 8GB GDDR6 (125W),,"15.6"" (2560x1440) IPS, 350nits, 100% sRGB, 165Hz, Dolby® Vision™, G-Sync, Free-Sync",HD Webcam,1x E-camera shutter1x SD card2x USB-A 3.2 Gen 21x RJ45 (mạng LAN)1x HDMI 2.11x power input2x USB-C 3.2 gen 2,2.3 kg,"4cell, 71whr, Super Rapid Charge",Windows bản quyền,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion 5 R7000 ARP8,17.990.000đ,12,Liên hệ,"Ryzen 7 7735H (3.2 GHz up to 4.8 GHz, 8 Cores, 16 Threads, 16 MB Cache)",16 GB DDR5 4800MHz,512GB PCIe NVMe M.2 SSD Gen 4,NVIDIA Geforce RTX 4060 8GB GDDR6 (125W),,"15.6"" (2560x1440) IPS, 350nits, 100% sRGB, 165Hz, Dolby® Vision™, G-Sync, Free-Sync",HD Webcam,1x E-camera shutter1x SD card2x USB-A 3.2 Gen 21x RJ45 (mạng LAN)1x HDMI 2.11x power input2x USB-C 3.2 gen 2,2.3 kg,"4cell, 71whr, Super Rapid Charge",Windows bản quyền,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion Pro 5 Y9000P 2023,17.990.000đ,12,Liên hệ,"Intel Core i9-13900HX (24 Cores, 32 Threads, P-core up to 5.4GHz, E-core up to 3.9GHz, 36MB Cache)",16GB DDR5 5600MHz,1TB M.2 PCIe NVMe SSD,NVIDIA GeForce RTX 4050 6GB GDDR6 (140W),,"16.0 inch (1600 x 2560 ,16:10), 2.5k WQXGA IPS, 240Hz,  100% sRGB,",720P,2x USB-C Thunderbolt 43x USB-A 3.2 Gen 11x USB-A 3.2 Gen 1 (One Always On)1x RJ451x HDMI 2.11x Jack 3.5mm1x Power input,2.53 kg,"4 Cell, 80 Wh",Windows bản quyền,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion Pro 5 Y9000P 2023,17.990.000đ,12,Liên hệ,"Intel Core i9-13900HX (24 Cores, 32 Threads, P-core up to 5.4GHz, E-core up to 3.9GHz, 36MB Cache)",16GB DDR5 5600MHz,1TB M.2 PCIe NVMe SSD,NVIDIA GeForce RTX 4050 6GB GDDR6 (140W),,"16.0 inch (1600 x 2560 ,16:10), 2.5k WQXGA IPS, 240Hz,  100% sRGB,",720P,2x USB-C Thunderbolt 43x USB-A 3.2 Gen 11x USB-A 3.2 Gen 1 (One Always On)1x RJ451x HDMI 2.11x Jack 3.5mm1x Power input,2.53 kg,"4 Cell, 80 Wh",Windows bản quyền,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Slim 7 Pro X,17.990.000đ,12,Liên hệ,"Ryzen 9 6900HS (3.3 GHz up to 4.9 GHz, 8 Cores, 16 Threads, 16MB Cache)",32GB LPDDR5-6400MHz,SSD 1TB M.2 NVMe,NVIDIA GeForce RTX 3050 4GB GDDR6,,"14.5 inch 3K (3072x1920) IPS 400 nits Glossy, 100% sRGB, 120Hz,",720p,"2x USB Type-C ( DisplayPort 1.4a, Power Delivery, truyền tải dữ liệu 10Gbps)1x USB Type-A1x Headphone / mic combo1x USB Type-A (sạc pin)",1.45 kg,70 Wh,Windows 11 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Slim 7 Pro X,17.990.000đ,12,Liên hệ,"Ryzen 9 6900HS (3.3 GHz up to 4.9 GHz, 8 Cores, 16 Threads, 16MB Cache)",32GB LPDDR5-6400MHz,SSD 1TB M.2 NVMe,NVIDIA GeForce RTX 3050 4GB GDDR6,,"14.5 inch 3K (3072x1920) IPS 400 nits Glossy, 100% sRGB, 120Hz,",720p,"2x USB Type-C ( DisplayPort 1.4a, Power Delivery, truyền tải dữ liệu 10Gbps)1x USB Type-A1x Headphone / mic combo1x USB Type-A (sạc pin)",1.45 kg,70 Wh,Windows 11 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Gaming G15 5525,17.990.000đ,12,Liên hệ,"AMD Ryzen 5 6600H (19MB Cache, 3.3GHz, Turbo Boost 4.5GHz, 6 Cores/12 Threads)",8GB DDR5 4800MHz,512GB M.2 PCIe NVMe SSD,NVIDIA® GeForce RTX™ 3050 4GB GDDR6 (95W),Không,"15.6-inch FHD (1920 x1080) 120Hz, 250 nits, WVA, Anti-Glare, LED Backlit, Narrow Border Display",HD Webcam,3x cổng USB 3.2 Gen 11x cổng USB 3.2 Gen 2 (Type-C)1x cổng HDMI1x cổng mạng Ethernet (RJ45)1x cổng tai nghe 3.5mm1x cổng sạc,2.55 kg,3 Cell 56Wh,Windows 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Gaming G15 5525,17.990.000đ,12,Liên hệ,"AMD Ryzen 5 6600H (19MB Cache, 3.3GHz, Turbo Boost 4.5GHz, 6 Cores/12 Threads)",8GB DDR5 4800MHz,512GB M.2 PCIe NVMe SSD,NVIDIA® GeForce RTX™ 3050 4GB GDDR6 (95W),Không,"15.6-inch FHD (1920 x1080) 120Hz, 250 nits, WVA, Anti-Glare, LED Backlit, Narrow Border Display",HD Webcam,3x cổng USB 3.2 Gen 11x cổng USB 3.2 Gen 2 (Type-C)1x cổng HDMI1x cổng mạng Ethernet (RJ45)1x cổng tai nghe 3.5mm1x cổng sạc,2.55 kg,3 Cell 56Wh,Windows 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion Pro 5 Y9000P 2023,17.990.000đ,12,Liên hệ,"Intel Core i9-13900HX (24 Cores, 32 Threads, P-core up to 5.4GHz, E-core up to 3.9GHz, 36MB Cache)",16GB DDR5 5600MHz,1TB M.2 PCIe NVMe SSD,NVIDIA GeForce RTX 4060 8GB GDDR6 (140W),,"16.0 inch (1600 x 2560 ,16:10), 2.5k WQXGA IPS, 240Hz,  100% sRGB",720P,2x USB-C Thunderbolt 43x USB-A 3.2 Gen 11x USB-A 3.2 Gen 1 (One Always On)1x RJ451x HDMI 2.11x Jack 3.5mm1x Power input,2.53 kg,"4 Cell, 80 Wh",Windows bản quyền,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion Pro 5 Y9000P 2023,17.990.000đ,12,Liên hệ,"Intel Core i9-13900HX (24 Cores, 32 Threads, P-core up to 5.4GHz, E-core up to 3.9GHz, 36MB Cache)",16GB DDR5 5600MHz,1TB M.2 PCIe NVMe SSD,NVIDIA GeForce RTX 4060 8GB GDDR6 (140W),,"16.0 inch (1600 x 2560 ,16:10), 2.5k WQXGA IPS, 240Hz,  100% sRGB",720P,2x USB-C Thunderbolt 43x USB-A 3.2 Gen 11x USB-A 3.2 Gen 1 (One Always On)1x RJ451x HDMI 2.11x Jack 3.5mm1x Power input,2.53 kg,"4 Cell, 80 Wh",Windows bản quyền,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion 5 Pro,17.990.000đ,12,Liên hệ,"Intel Core i7-12700H  (14 cores/ 20 Threads, up to 4,70GHz, 24MB Cache)",16GB DDR5 4800 MHz,512GB M.2 PCIe NVMe SSD,Nvidia GeForce RTX 3050Ti 4GB GDDR6 (95W),Có,"16″ WQXGA (2560 x 1600) IPS, 165Hz, 100% sRGB, up to VESA DisplayHDR™ 400 Certified, Dolby Vision® support, NVIDIA® G-SYNC™ support, 16:10 aspect ratio",HD Webcam,"3x cổng USB-A 3.2 Gen 22x cổng USB-C 3.2 Gen 21x cổng Thunderbolt/ USB 41x cổng HDMI 2.11x cổng Ethernet (RJ-45)1 x cổng giắc cắm micrô (3,5mm)1x cổng nguồn",~2.4 kg,"4 cells, 80Wh",Windows 11 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion 5 Pro,17.990.000đ,12,Liên hệ,"Intel Core i7-12700H  (14 cores/ 20 Threads, up to 4,70GHz, 24MB Cache)",16GB DDR5 4800 MHz,512GB M.2 PCIe NVMe SSD,Nvidia GeForce RTX 3050Ti 4GB GDDR6 (95W),Có,"16″ WQXGA (2560 x 1600) IPS, 165Hz, 100% sRGB, up to VESA DisplayHDR™ 400 Certified, Dolby Vision® support, NVIDIA® G-SYNC™ support, 16:10 aspect ratio",HD Webcam,"3x cổng USB-A 3.2 Gen 22x cổng USB-C 3.2 Gen 21x cổng Thunderbolt/ USB 41x cổng HDMI 2.11x cổng Ethernet (RJ-45)1 x cổng giắc cắm micrô (3,5mm)1x cổng nguồn",~2.4 kg,"4 cells, 80Wh",Windows 11 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Gaming G15 5530 2023,17.990.000đ,12,Liên hệ,"13th Gen Intel® Core™ i5-13450HX (20 MB cache, 10 cores, 16 threads, up to 4.60 GHz Turbo)",16GB DDR5 4800Mhz,SSD M.2 NMVe 2512GB,NVIDIA GeForce RTX 3050 6GB GDDR6,,"15"" FHD (16:9), 120Hz, 250 nits",HD Webcam,3x SuperSpeed USB 3.2 Gen 1 Type-A1x USB-C 3.2 Gen 2 with Display Port Alt-Mode1x HDMI 2.11x Headphone/Mic1x RJ45,2.65 kg,"3 Cells, 56Wh",Windows 11,,,,,,,Có,,,,,,,,,,,,,,,,,,,,,,,,
Dell Gaming G15 5530 2023,17.990.000đ,12,Liên hệ,"13th Gen Intel® Core™ i5-13450HX (20 MB cache, 10 cores, 16 threads, up to 4.60 GHz Turbo)",16GB DDR5 4800Mhz,SSD M.2 NMVe 2512GB,NVIDIA GeForce RTX 3050 6GB GDDR6,,"15"" FHD (16:9), 120Hz, 250 nits",HD Webcam,3x SuperSpeed USB 3.2 Gen 1 Type-A1x USB-C 3.2 Gen 2 with Display Port Alt-Mode1x HDMI 2.11x Headphone/Mic1x RJ45,2.65 kg,"3 Cells, 56Wh",Windows 11,,,,,,,Có,,,,,,,,,,,,,,,,,,,,,,,,
Asus TUF F15 FX507ZC4-HN074W,17.990.000đ,22,Liên hệ,"Intel Core i5-12500H Processor - 18M Cache, up to 4.5 GHz, 12 cores (4 P-cores and 8 E-cores)",8GB DDR4 Bus 3200Mhz,SSD 512GB,NVIDIA RTX 3050 4GB GDDR6,,"15.6 inch FHD IPS, 144Hz",HD Webcam,1x jack 3.5mm1x HDMI 2.0b2x USB 3.2 Gen 1 Type-A1x USB 3.2 Gen 1 hỗ trợ Type-C DisplayPort ™ / G-SYNC1x USB 3.2 Gen 1 Type-C1x cổng LAN RJ45,2.2 Kg,4 Cell 56Wh,Windows 11 bản quyền,,,,,,,Có,,,,,,,,,,,,,,,,,,,,,,,,
Asus TUF F15 FX507ZC4-HN074W,17.990.000đ,22,Liên hệ,"Intel Core i5-12500H Processor - 18M Cache, up to 4.5 GHz, 12 cores (4 P-cores and 8 E-cores)",8GB DDR4 Bus 3200Mhz,SSD 512GB,NVIDIA RTX 3050 4GB GDDR6,,"15.6 inch FHD IPS, 144Hz",HD Webcam,1x jack 3.5mm1x HDMI 2.0b2x USB 3.2 Gen 1 Type-A1x USB 3.2 Gen 1 hỗ trợ Type-C DisplayPort ™ / G-SYNC1x USB 3.2 Gen 1 Type-C1x cổng LAN RJ45,2.2 Kg,4 Cell 56Wh,Windows 11 bản quyền,,,,,,,Có,,,,,,,,,,,,,,,,,,,,,,,,
Acer Predator Helios 300 PH315-55-795C,17.990.000đ,12,Liên hệ,"Intel® Core™ i7-12700H (14 cores, 20 threads, 3.50 GHz to 4.70 GHz, 24MB cache)",16GB (8GB x 2) DDR5 4800MHz,"1TBB PCIe NVMe SSD (nâng cấp tối đa 2TB SSDPCIe Gen4, 16 GB/s, NVMe)",NVIDIA® GeForce RTX™ 3070Ti 8GB GDDR6,Có,"15.6 inch QHD (2560 x1440) IPS 240Hz SlimBezel, Acer ComfyView LED-backlit TFT LCD",,1 x USB 3.2 Gen 1 Type A2 x USB 3.2 Gen 2 Type A1 x USB 3.2 Gen 2 Type-C1 x HDMI1 x Mini DisplayPort1 x Jack 3.5 mm,~2.59 kg,"4-cell, 90Wh",Windows 11 bản quyền,1920 x 1080 resolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Predator Helios 300 PH315-55-795C,17.990.000đ,12,Liên hệ,"Intel® Core™ i7-12700H (14 cores, 20 threads, 3.50 GHz to 4.70 GHz, 24MB cache)",16GB (8GB x 2) DDR5 4800MHz,"1TBB PCIe NVMe SSD (nâng cấp tối đa 2TB SSDPCIe Gen4, 16 GB/s, NVMe)",NVIDIA® GeForce RTX™ 3070Ti 8GB GDDR6,Có,"15.6 inch QHD (2560 x1440) IPS 240Hz SlimBezel, Acer ComfyView LED-backlit TFT LCD",,1 x USB 3.2 Gen 1 Type A2 x USB 3.2 Gen 2 Type A1 x USB 3.2 Gen 2 Type-C1 x HDMI1 x Mini DisplayPort1 x Jack 3.5 mm,~2.59 kg,"4-cell, 90Wh",Windows 11 bản quyền,1920 x 1080 resolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Ideapad Gaming 3 15IHU6,17.990.000đ,12,Liên hệ,Core i5-11320H,"8 GB, DDR4 3200 MHz",512GB SSD M.2 PCIe NVMe,Nvidia GeForce RTX 3050 4GB,,"15.6"" FHD (1920x1080) IPS 250nits Anti-glare 120Hz",,1x power connector1x Ethernet (RJ-45)1x USB-C 3.2 Gen 11x headphone / microphone combo jack (3.5mm)1x HDMI 2.02x USB 3.2 Gen 1,2.2 kg,3 Cells,Window bản quyền,,,,,,,,,,,,,Không,,,,,,,,,,,,,,,,,,
Lenovo Ideapad Gaming 3 15IHU6,17.990.000đ,12,Liên hệ,Core i5-11320H,"8 GB, DDR4 3200 MHz",512GB SSD M.2 PCIe NVMe,Nvidia GeForce RTX 3050 4GB,,"15.6"" FHD (1920x1080) IPS 250nits Anti-glare 120Hz",,1x power connector1x Ethernet (RJ-45)1x USB-C 3.2 Gen 11x headphone / microphone combo jack (3.5mm)1x HDMI 2.02x USB 3.2 Gen 1,2.2 kg,3 Cells,Window bản quyền,,,,,,,,,,,,,Không,,,,,,,,,,,,,,,,,,
Acer Nitro 5 AN515-58-57QW,17.990.000đ,12,Liên hệ,"Core i5 - 12450H 8 nhân/ 12 luồng ( 3,3 Ghz-4,4 Ghz)",16GB DDR4 3200Mhz ( tối đa 64GB),"SSD 512GB NVMe+ 1 Khe SSD M2 Nvme+ 1 Khe 2,5 inchs Sata",NVIDIA® GeForce® RTX 3050Ti 4GB GDDR6,Không,15.6 inch FHD (1920 x 1080) IPS slim bezel LCD 144Hz,,,~2.4 kg,4 Cell 57Wh,Windows 11,,,,,,1 x USB 3.2 Gen 2 port featuring power-off USB charging2 x USB 3.2 Gen 1 ports1 x USB Type-C port: USB 3.2 Gen 2 (up to 10 Gbps)1 x HDMI® port with HDCP suppor,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Nitro 5 AN515-58-57QW,17.990.000đ,12,Liên hệ,"Core i5 - 12450H 8 nhân/ 12 luồng ( 3,3 Ghz-4,4 Ghz)",16GB DDR4 3200Mhz ( tối đa 64GB),"SSD 512GB NVMe+ 1 Khe SSD M2 Nvme+ 1 Khe 2,5 inchs Sata",NVIDIA® GeForce® RTX 3050Ti 4GB GDDR6,Không,15.6 inch FHD (1920 x 1080) IPS slim bezel LCD 144Hz,,,~2.4 kg,4 Cell 57Wh,Windows 11,,,,,,1 x USB 3.2 Gen 2 port featuring power-off USB charging2 x USB 3.2 Gen 1 ports1 x USB Type-C port: USB 3.2 Gen 2 (up to 10 Gbps)1 x HDMI® port with HDCP suppor,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion Y9000X IAH7,17.990.000đ,12,Liên hệ,"Intel Core i7-12700H (24MB Cache, 3.50GHZ up to 4.70 GHz, 14 cores 20 Threads)",16GB DDR5 4800Mhz,512GB M.2 2280 NVMe SSD,NVIDIA GeForce RTX 3060 6GB GDDR6,,16″ WQXGA 2K IPS 165Hz 100% sRGB 518 nits,720p,"1x Thunderbolt™ 4 (USB 4, DisplayPort 1.4)2x USB Type-C (USB 3.2 Gen 2, DisplayPort 1.4)3x USB Type-A (USB 3.2 Gen 1)1x HDMI 2.11x RJ451x Jack 3.5mm1x Power-in",2.1 kg,"4 Cells, 80Wh",Windows 11 bản quyền,,,,,,,Có,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion Y9000X IAH7,17.990.000đ,12,Liên hệ,"Intel Core i7-12700H (24MB Cache, 3.50GHZ up to 4.70 GHz, 14 cores 20 Threads)",16GB DDR5 4800Mhz,512GB M.2 2280 NVMe SSD,NVIDIA GeForce RTX 3060 6GB GDDR6,,16″ WQXGA 2K IPS 165Hz 100% sRGB 518 nits,720p,"1x Thunderbolt™ 4 (USB 4, DisplayPort 1.4)2x USB Type-C (USB 3.2 Gen 2, DisplayPort 1.4)3x USB Type-A (USB 3.2 Gen 1)1x HDMI 2.11x RJ451x Jack 3.5mm1x Power-in",2.1 kg,"4 Cells, 80Wh",Windows 11 bản quyền,,,,,,,Có,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion 5 15ARP8,17.990.000đ,12,Liên hệ,"Ryzen 7 7735HS (3.2 GHz up to 4.8 GHz, 8 Cores, 16 Threads, 16 MB Cache)",16GB DDR5 4800MHz,512GB PCIe NVMe M.2 SSD Gen 4,NVIDIA Geforce RTX 4060 8GB GDDR6,,"15.6"" (2560x1440) IPS, 350nits, 100% sRGB, 165Hz, Dolby® Vision™, G-Sync, Free-Sync",HD Webcam,1x E-camera shutter1x SD card2x USB-A 3.2 Gen 21x RJ45 (mạng LAN)1x HDMI 2.11x power input2x USB-C 3.2 gen 2,2.3 kg,"4cell, 71whr, Super Rapid Charge",Windows bản quyền,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion 5 15ARP8,17.990.000đ,12,Liên hệ,"Ryzen 7 7735HS (3.2 GHz up to 4.8 GHz, 8 Cores, 16 Threads, 16 MB Cache)",16GB DDR5 4800MHz,512GB PCIe NVMe M.2 SSD Gen 4,NVIDIA Geforce RTX 4060 8GB GDDR6,,"15.6"" (2560x1440) IPS, 350nits, 100% sRGB, 165Hz, Dolby® Vision™, G-Sync, Free-Sync",HD Webcam,1x E-camera shutter1x SD card2x USB-A 3.2 Gen 21x RJ45 (mạng LAN)1x HDMI 2.11x power input2x USB-C 3.2 gen 2,2.3 kg,"4cell, 71whr, Super Rapid Charge",Windows bản quyền,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo ThinkPad X1 Nano Gen 1,17.990.000đ,12,Liên hệ,Core i5-1130G7,16GB LPDDR4,SSD M.2 PCIe 512GB,Intel Iris Xe,,"13.3 inchs 2K, 450 nit, sRGB 100%",720p + IR with ThinkShutter,1x Thunderbolt 4 USB Type-C1x Thunderbolt 4 USB Type-C port with Power Delivery1x headphone/microphone combo jack (3.5mm),0.96 Kg,48WHrs,Window 10 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo ThinkPad X1 Nano Gen 1,17.990.000đ,12,Liên hệ,Core i5-1130G7,16GB LPDDR4,SSD M.2 PCIe 512GB,Intel Iris Xe,,"13.3 inchs 2K, 450 nit, sRGB 100%",720p + IR with ThinkShutter,1x Thunderbolt 4 USB Type-C1x Thunderbolt 4 USB Type-C port with Power Delivery1x headphone/microphone combo jack (3.5mm),0.96 Kg,48WHrs,Window 10 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS Vivobook Pro 14 OLED K3400PA,17.990.000đ,12,Liên hệ,"Intel® Core™ i5-11300H Processor 3.1 GHz (8M Cache, up to 4.4 GHz, 4 cores)",16GB DDR4 on board,512GB M.2 NVMe™ PCIe® 3.0 SSD,Intel® Iris Xe Graphics,,"14” WQXGA+ (2880 x 1800) OLED 16:10 aspect ratio, 0.2ms response time, 90Hz refresh rate, 600nits peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, 70% less harmful blue light, SGS Eye Care Display, Screen-to-body ratio: 84 ％",,1x USB 3.2 Gen 1 Type-A2x USB 2.0 Type-A1x Thunderbolt™ 4 supports display / power delivery1x HDMI 1.41x 3.5mm Combo Audio Jack1x DC-inMicro SD card reader,1.40 kg (3.09 lbs),"63WHrs, 3S1P, 3-cell Li-ion",Windows 11 bản quyền,720p HD cameraWith privacy shutte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS Vivobook Pro 14 OLED K3400PA,17.990.000đ,12,Liên hệ,"Intel® Core™ i5-11300H Processor 3.1 GHz (8M Cache, up to 4.4 GHz, 4 cores)",16GB DDR4 on board,512GB M.2 NVMe™ PCIe® 3.0 SSD,Intel® Iris Xe Graphics,,"14” WQXGA+ (2880 x 1800) OLED 16:10 aspect ratio, 0.2ms response time, 90Hz refresh rate, 600nits peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, 70% less harmful blue light, SGS Eye Care Display, Screen-to-body ratio: 84 ％",,1x USB 3.2 Gen 1 Type-A2x USB 2.0 Type-A1x Thunderbolt™ 4 supports display / power delivery1x HDMI 1.41x 3.5mm Combo Audio Jack1x DC-inMicro SD card reader,1.40 kg (3.09 lbs),"63WHrs, 3S1P, 3-cell Li-ion",Windows 11 bản quyền,720p HD cameraWith privacy shutte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo LOQ 2023 15APH8,17.990.000đ,12,Liên hệ,"AMD Ryzen™ 7 7840HS Mobile Processor (8-core/16-thread, 16MB L3 cache, up to 5.2 GHz max boost)",8GB DDR5 5200MHz (up to 32GB),512GB PCIe NVMe M.2 SSD gen 4,NVIDIA GeForce RTX 4050 6GB GDDR6,Có,"15.6 inch FHD (1920 x 1080), IPS, Anti-Glare, 45%NTSC, 144Hz, LED Backlight, Narrow Bezel",HD Webcam,"1 x USB 3.2 Gen 12 x USB 3.2 Gen 21 x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 140W and DisplayPort™ 1.4)1 x HDMI®, up to 8K/60Hz1 x Ethernet (RJ-45)1 x Headphone / microphone combo jack (3.5mm)1 x Power connector",~2.4 kg,"4-Cell, 60Wh",Windows 11 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo LOQ 2023 15APH8,17.990.000đ,12,Liên hệ,"AMD Ryzen™ 7 7840HS Mobile Processor (8-core/16-thread, 16MB L3 cache, up to 5.2 GHz max boost)",8GB DDR5 5200MHz (up to 32GB),512GB PCIe NVMe M.2 SSD gen 4,NVIDIA GeForce RTX 4050 6GB GDDR6,Có,"15.6 inch FHD (1920 x 1080), IPS, Anti-Glare, 45%NTSC, 144Hz, LED Backlight, Narrow Bezel",HD Webcam,"1 x USB 3.2 Gen 12 x USB 3.2 Gen 21 x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 140W and DisplayPort™ 1.4)1 x HDMI®, up to 8K/60Hz1 x Ethernet (RJ-45)1 x Headphone / microphone combo jack (3.5mm)1 x Power connector",~2.4 kg,"4-Cell, 60Wh",Windows 11 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion Slim 5 Y7000P,17.990.000đ,12,Liên hệ,"Core i7-13620H(10 nhân 16 luồng, tần số cơ bản 3.6GHz, có thể đạt tới 4.9GHz với turbo boost, bộ nhớ đệm 24 MB Intel® Smart Cache)",16 GB DDR5 5200MHz - 5600MHz,1TB PCIe NVMe M.2 SSD Gen 4,NVIDIA Geforce RTX 4050 6GB GDDR6,,"16"" WQXGA (2560 x 1600), 400 nits, 165Hz, sRGB: 100%, IPS",HD Webcam,1x E-camera shutter1x SD card2x USB-A 3.2 Gen 21x RJ45 (mạng LAN)1x HDMI 2.11x power input2x USB-C 3.2 gen 2 USB-C,2.3 kg,"4cell, 80whr, Super Rapid Charge",Windows bản quyền,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion Slim 5 Y7000P,17.990.000đ,12,Liên hệ,"Core i7-13620H(10 nhân 16 luồng, tần số cơ bản 3.6GHz, có thể đạt tới 4.9GHz với turbo boost, bộ nhớ đệm 24 MB Intel® Smart Cache)",16 GB DDR5 5200MHz - 5600MHz,1TB PCIe NVMe M.2 SSD Gen 4,NVIDIA Geforce RTX 4050 6GB GDDR6,,"16"" WQXGA (2560 x 1600), 400 nits, 165Hz, sRGB: 100%, IPS",HD Webcam,1x E-camera shutter1x SD card2x USB-A 3.2 Gen 21x RJ45 (mạng LAN)1x HDMI 2.11x power input2x USB-C 3.2 gen 2 USB-C,2.3 kg,"4cell, 80whr, Super Rapid Charge",Windows bản quyền,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
